# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0    153     44     57     41      6      0      0      0      0   1593   1410 
    0     85     42     56     41      7      0      0      0      0   1593   1410 
    0     82     40     55      0      0      0      0      0      0   1593   1410 
    0     64     39     55      0      0      0      0      0      0   1593    825 
    0     62     38     55      0      0      0      0      0      0   1593    345 
    0     62     38     55      0      0      0      0      0      0   1593    225 
    0     61     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
