# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     62     38     55      0      0      0      0      0      0   1593    210 
    0     65     38     55      0      0      0      0      0      0   1593    825 
    0    113     41     55     39      3      0      0      0      0   1593   1290 
    0    113     41     55     38      3      0      0      0      0   1593   1290 
    0    111     41     56     40      3      0      0      0      0   1593   1245 
    0    115     41     56     40      4      0      0      0      0   1593   1290 
    0    115     41     56     40      4      0      0      0      0   1593   1290 
    0    112     41     56     40      4      0      0      0      0   1593   1275 
    0    113     41     56     40      3      0      0      0      0   1593   1275 
    0    114     41     56     40      4      0      0      0      0   1593   1290 
    0    116     41     55     40      4      0      0      0      0   1593   1290 
    0    116     41     56     40      4      0      0      0      0   1593   1290 
    0    116     41     55     40      4      0      0      0      0   1593   1290 
    0    115     41     55     40      4      0      0      0      0   1593   1290 
    0    116     41     56     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    114     42     56     38      3      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     56     40      4      0      0      0      0   1593   1290 
    0    114     42     56     38      3      0      0      0      0   1593   1290 
    0    111     41     56     39      3      0      0      0      0   1593   1260 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     39      3      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    114     42     56     38      3      0      0      0      0   1593   1290 
    0    116     42     56     39      3      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     56     39      3      0      0      0      0   1593   1290 
    0    115     42     56     35      3      0      0      0      0   1593   1290 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0    113     42     56     40      4      0      0      0      0   1593   1275 
    0    113     42     56     40      4      0      0      0      0   1593   1275 
    0    113     42     56     40      3      0      0      0      0   1593   1275 
    0    116     42     56     39      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    114     42     56     38      3      0      0      0      0   1593   1290 
    0    114     42     56     38      3      0      0      0      0   1593   1290 
    0    109     42     56     40      3      0      0      0      0   1593   1245 
    0    111     42     56     40      3      0      0      0      0   1593   1245 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    112     42     56     38      3      0      0      0      0   1593   1275 
    0    111     42     56     39      3      0      0      0      0   1593   1260 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    113     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    112     42     55     39      3      0      0      0      0   1593   1275 
    0    111     42     56     39      3      0      0      0      0   1593   1260 
    0    109     42     55     39      3      0      0      0      0   1593   1245 
    0    109     42     55     40      3      0      0      0      0   1593   1245 
    0     84     41     55     39      3      0      0      0      0   1593   1245 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     55     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    110     42     56     39      3      0      0      0      0   1593   1260 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    112     42     56     39      3      0      0      0      0   1593   1275 
    0    111     42     56     39      3      0      0      0      0   1593   1260 
    0    109     42     56     40      3      0      0      0      0   1593   1245 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0    109     42     56     40      3      0      0      0      0   1593   1245 
    0    111     42     56     41      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    115     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     39      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
