# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     61     38     54      0      0      0      0      0      0   1593    210 
    0     61     38     54      0      0      0      0      0      0   1593    210 
    0     61     38     53      0      0      0      0      0      0   1593    210 
    0     61     38     53      0      0      0      0      0      0   1593    210 
    0     61     38     53      0      0      0      0      0      0   1593    210 
    0     61     38     54      0      0      0      0      0      0   1593    210 
    0     61     38     54      0      0      0      0      0      0   1593    210 
