test1,test2,test3,mean,std
71.052,71.1,70.972,71.04133333333333,0.06466323014923916
71.044,70.86,71.048,70.984,0.10740577265678043
71.002,70.762,70.938,70.90066666666667,0.12427925544246267
70.844,70.674,70.672,70.73,0.09873196037757545
70.724,70.532,70.518,70.59133333333334,0.11510574848083822
70.61,70.334,70.434,70.45933333333333,0.13973307888017394
