test1,test2,test3,mean,std
71.052,71.1,70.972,71.04133333333333,0.06466323014923916
70.964,70.942,70.982,70.96266666666666,0.020033305601758828
71.12,70.934,71.062,71.03866666666667,0.09517002329165371
71.116,70.938,71.206,71.08666666666667,0.13638670511942627
71.086,70.884,71.13,71.03333333333333,0.13118434865994025
71.168,71.022,71.038,71.07600000000001,0.08007496487667297
